"Annot_Gene"	"Annot_Christoforou_Uniprot_G.O_overlap"	"Annot_Christoforou_Uniprot_G.O_sum"	"Annot_HPA_Single_supportive"	"HPA.main.location"	"HPA.Other.loc"	"HPA.Reliability"	"Gene.ontology.cellular.component"	"Uniprot.Subcellular.location"	"overlap"	"clusters"	"assigned_location_Christoforou_Uniprot_G.O_overlap"	"precision_assigned_location_Christoforou_Uniprot_G.O_overlap"	"assigned_location_Christoforou_Uniprot_G.O_sum"	"precision_assigned_location_Christoforou_Uniprot_G.O_sum"	"assigned_location_HPA_Single_supportive"	"precision_assigned_location_HPA_Single_supportive"	"data_Gene"	"data_non_NUM_space"	"data_Christoforou_126"	"data_Christoforou_127N"	"data_Christoforou_127C"	"data_Christoforou_128N"	"data_Christoforou_128C"	"data_Christoforou_129N"	"data_Christoforou_129C"	"data_Christoforou_130N"	"data_Christoforou_131"	"data_Christoforou_130C"	"data_non_NUM_space.1"	"data_Rodriguez_Pineiro_1"	"data_Rodriguez_Pineiro_2"	"data_Rodriguez_Pineiro_3"	"data_Rodriguez_Pineiro_4"	"data_Rodriguez_Pineiro_5"	"data_Rodriguez_Pineiro_6"	"data_Rodriguez_Pineiro_7"	"data_Rodriguez_Pineiro_8"	"data_Rodriguez_Pineiro_9"	"data_Rodriguez_Pineiro_10"	"data_Rodriguez_Pineiro_11"	"data_X"	"data_Cyt.Andreyev"	"data_Nucl.Andreyev"	"data_Microsomes.Andreyev"	"data_PM.Andreyev"	"data_ER.Andreyev"	"data_Mito.Andreyev"	"data_X.1"	"data_Cyt.Carvalho"	"data_Nucl.Carvalho"	"data_Mit.Carvalho"	"data_X.2"	"data_Cyt.Boisvert"	"data_Nucl.Boisvert"	"data_Nucleolus.Boisvert"	"data_X.3"	"data_Cyt.Pinto"	"data_Nucl.Pinto"	"data_Tot.Pinto"	"data_X.4"	"data_Cyt.Choi"	"data_Nucl.Choi"	"data_Pellet.Choi"	"data_Nucl.soluble.Choi"	"data_X.5"	"data_Cyt.Mulvey"	"data_Nucl.Mulvey"	"data_Total.Mulvey"	"data_X.6"	"data_cyt.Bileck"	"data_Nucl.Bileck"	"data_X.7"	"data_Cyt.Thakar"	"data_Nucl.Thakar"	"data_TOT.Thakar"	"data_X.8"	"data_Cyt.Larance"	"data_Nucleus.Larance"	"data_Cytoskeleton.Larance"	"data_Membrane.Larance"
"RPS14"	"RIBOSOME"	"RIBOSOME"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"cytosol; cytosolic small ribosomal subunit; extracellular vesicular exosome; focal adhesion; membrane; mitochondrion; nucleolus"	NA	"overlaps 10"	279	"RIBOSOME"	0.933333333333333	"RIBOSOME"	0.875	"CYTOSOL"	0.875	"RPS14"	"-"	70	10	12	4	10	10	10	18	38	16	"-"	18	82	70	12	6	4	1	1	1	1	4	NA	48	20	92	8	24	8	NA	74	25	1	NA	57	28	15	NA	7	37	57	NA	47	22	17	14	NA	10	39	51	NA	46	54	NA	63	16	21	NA	49	2	29	20
"RPS15"	"RIBOSOME"	"RIBOSOME"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"cytosol; cytosolic small ribosomal subunit; focal adhesion; membrane; nucleoplasm; nucleus"	NA	"overlaps 9"	279	"RIBOSOME"	0.933333333333333	"RIBOSOME"	0.875	"CYTOSOL"	0.875	"RPS15"	"-"	76	16	24	4	12	4	4	12	30	16	"-"	18	82	80	6	6	4	1	1	1	1	1	NA	66	8	106	14	6	1	NA	55	43	1	NA	80	18	1	NA	21	37	42	NA	1	1	1	1	NA	3	52	44	NA	30	70	NA	85	1	15	NA	40	1	1	59
"RPS16"	"RIBOSOME"	"RIBOSOME"	""	NA	NA	NA	"cytosol; cytosolic small ribosomal subunit; extracellular vesicular exosome; focal adhesion; membrane; small ribosomal subunit"	NA	"overlaps 10"	279	"RIBOSOME"	0.933333333333333	"RIBOSOME"	0.875	"CYTOSOL"	0.875	"RPS16"	"-"	64	12	12	6	10	16	10	16	34	18	"-"	22	78	66	12	8	8	1	1	1	1	1	NA	26	32	78	26	26	12	NA	58	40	2	NA	70	25	5	NA	18	32	50	NA	44	23	6	27	NA	16	54	30	NA	61	39	NA	66	13	21	NA	52	2	9	37
"RPS18"	"RIBOSOME"	"RIBOSOME"	""	NA	NA	NA	"cytosol; cytosolic small ribosomal subunit; extracellular vesicular exosome; focal adhesion; membrane; nucleus; ribosome; small ribosomal subunit"	" Cytoplasm"	"overlaps 10"	279	"RIBOSOME"	0.933333333333333	"RIBOSOME"	0.875	"CYTOSOL"	0.875	"RPS18"	"-"	66	10	12	6	10	16	10	16	38	16	"-"	22	80	68	12	6	6	1	1	1	1	1	NA	20	8	96	28	40	8	NA	47	46	6	NA	61	36	3	NA	20	57	23	NA	59	26	4	10	NA	5	31	65	NA	52	48	NA	65	12	22	NA	60	3	2	35
"RPS19"	"RIBOSOME"	"RIBOSOME"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"cytoplasm; cytosol; cytosolic small ribosomal subunit; extracellular vesicular exosome; focal adhesion; membrane; nucleolus; ribosome"	" Nucleus {ECO:0000269|PubMed:12586610 ECO:0000269|PubMed:17517689} Note=Located more specifically in the nucleoli"	"overlaps 10"	279	"RIBOSOME"	0.933333333333333	"RIBOSOME"	0.875	"CYTOSOL"	0.875	"RPS19"	"-"	68	12	12	4	10	16	12	16	36	14	"-"	18	76	78	10	4	4	1	1	1	1	1	NA	42	14	96	20	22	6	NA	68	28	3	NA	63	36	1	NA	23	54	23	NA	33	38	13	16	NA	10	37	53	NA	48	52	NA	73	10	17	NA	68	2	1	30
"RPS20"	"RIBOSOME"	"RIBOSOME"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"cytoplasm; cytosol; cytosolic small ribosomal subunit; extracellular vesicular exosome; membrane"	" Cytoplasm {ECO:0000250}"	"overlaps 10"	279	"RIBOSOME"	0.933333333333333	"RIBOSOME"	0.875	"CYTOSOL"	0.875	"RPS20"	"-"	58	16	18	6	12	20	18	14	28	10	"-"	20	78	84	8	1	1	1	1	1	1	1	NA	44	8	100	22	24	1	NA	75	23	2	NA	59	39	1	NA	13	49	39	NA	23	45	16	16	NA	18	49	32	NA	46	54	NA	71	4	24	NA	55	1	5	39
"RPS5"	"RIBOSOME"	"RIBOSOME"	""	"Cytoplasm"	NA	"Uncertain"	"cytosol; cytosolic small ribosomal subunit; extracellular vesicular exosome; focal adhesion; membrane; ribonucleoprotein complex"	NA	"overlaps 10"	279	"RIBOSOME"	0.933333333333333	"RIBOSOME"	0.875	"CYTOSOL"	0.875	"RPS5"	"-"	66	10	14	4	10	14	12	16	32	18	"-"	20	80	78	8	4	1	1	1	1	1	1	NA	24	6	100	30	34	4	NA	40	58	3	NA	61	30	9	NA	39	44	17	NA	31	24	20	25	NA	10	23	67	NA	44	56	NA	72	8	20	NA	61	2	18	20
"YBX1"	""	""	""	"Cytoplasm"	"Nuclear membrane;Vesicles"	"Supportive"	"CRD-mediated mRNA stability complex; cytoplasm; cytoplasmic stress granule; extracellular vesicular exosome; histone pre-mRNA 3'end processing complex; intracellular membrane-bounded organelle; nuclear membrane; nucleoplasm; nucleus; ribonucleoprotein complex; U12-type spliceosomal complex"	" Cytoplasm Nucleus Cytoplasmic granule Secreted Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs Shuttles between nucleus and cytoplasm Predominantly cytoplasmic in proliferating cells Cytotoxic stress and DNA damage enhance translocation to the nucleus Localized with DDX1 MBNL1 and TIAL1 in stress granules upon stress Secreted by mesangial and monocytic cells after inflammatory challenges Translocates from the cytoplasm to the nucleus after and colocalizes with APEX1 in nuclear speckles after genotoxic stress"	"overlaps 10"	279	"RIBOSOME"	0.933333333333333	"RIBOSOME"	0.875	"CYTOSOL"	0.875	"YBX1"	"-"	48	8	8	4	4	22	30	18	30	28	"-"	4	84	84	8	8	6	1	1	1	1	1	NA	22	6	108	30	24	10	NA	57	37	5	NA	57	42	1	NA	75	12	13	NA	52	20	12	16	NA	28	32	40	NA	56	44	NA	55	8	37	NA	23	3	38	36
"ZC3H15"	"RIBOSOME"	"RIBOSOME"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"cytoplasm; nucleolus; nucleus"	" Cytoplasm {ECO:0000269|PubMed:15676025 ECO:0000269|PubMed:19819225} Nucleus {ECO:0000250} Note=The DRG1-DFRP2/ZC3H15 complex associates with polysomes"	"overlaps 10"	279	"RIBOSOME"	0.933333333333333	"RIBOSOME"	0.875	"CYTOSOL"	0.875	"ZC3H15"	"-"	40	10	14	4	10	16	16	36	40	12	"-"	1	118	80	1	1	1	1	1	1	1	1	NA	56	10	98	34	1	1	NA	75	17	7	NA	54	41	6	NA	1	91	9	NA	1	37	34	29	NA	1	59	41	NA	76	24	NA	91	1	9	NA	39	1	1	61
"PRKRA"	""	""	""	"Cytoplasm"	"Nucleus but not nucleoli"	"Supportive"	"cytoplasm; cytosol; membrane"	" Cytoplasm perinuclear region Cytoplasm"	"overlaps 9"	332	"RIBOSOME"	1	"RIBOSOME"	1	NA	NA	"PRKRA"	"-"	66	1	1	12	12	12	1	22	60	18	"-"	1	56	126	1	12	4	1	1	1	1	1	NA	1	1	1	1	1	1	NA	99	1	1	NA	84	13	3	NA	5	8	88	NA	1	62	38	1	NA	4	39	58	NA	57	43	NA	55	1	45	NA	62	1	15	22
"RPL23A"	"RIBOSOME"	"RIBOSOME"	""	"Nucleus"	NA	"Uncertain"	"cytosol; cytosolic large ribosomal subunit; extracellular vesicular exosome; nucleus"	NA	"overlaps 9"	332	"RIBOSOME"	1	"RIBOSOME"	1	NA	NA	"RPL23A"	"-"	32	12	10	6	12	24	18	22	42	16	"-"	1	78	98	6	4	6	1	1	1	1	1	NA	1	1	1	1	1	1	NA	49	48	3	NA	56	27	18	NA	2	52	46	NA	8	41	17	34	NA	7	27	66	NA	25	75	NA	62	11	27	NA	71	2	7	20
"RPL27"	"RIBOSOME"	"RIBOSOME"	""	NA	NA	NA	"cytosol; cytosolic large ribosomal subunit; extracellular vesicular exosome; focal adhesion; membrane; nucleus; ribonucleoprotein complex; ribosome"	NA	"overlaps 9"	332	"RIBOSOME"	1	"RIBOSOME"	1	NA	NA	"RPL27"	"-"	34	8	10	4	10	20	12	30	46	26	"-"	1	56	110	12	6	6	1	1	1	4	4	NA	1	1	1	1	1	1	NA	41	57	3	NA	58	21	21	NA	2	68	30	NA	20	28	43	9	NA	8	40	52	NA	39	61	NA	63	14	23	NA	73	1	9	17
"RPL27A"	"RIBOSOME"	"RIBOSOME"	""	"Cytoplasm"	NA	"Uncertain"	"cytosol; cytosolic large ribosomal subunit; membrane"	NA	"overlaps 9"	332	"RIBOSOME"	1	"RIBOSOME"	1	NA	NA	"RPL27A"	"-"	38	10	10	6	16	22	16	24	42	16	"-"	1	72	84	10	8	10	4	4	1	4	4	NA	1	1	1	1	1	1	NA	46	52	3	NA	48	39	13	NA	16	1	83	NA	62	13	13	12	NA	8	37	54	NA	35	65	NA	68	7	24	NA	65	4	7	24
"RPL31"	"RIBOSOME"	"RIBOSOME"	""	NA	NA	NA	"cytosol; cytosolic large ribosomal subunit; extracellular vesicular exosome; focal adhesion; membrane"	NA	"overlaps 9"	332	"RIBOSOME"	1	"RIBOSOME"	1	NA	NA	"RPL31"	"-"	40	8	8	6	14	22	18	24	44	14	"-"	4	68	96	10	6	6	1	4	1	1	1	NA	1	1	1	1	1	1	NA	36	57	6	NA	61	24	14	NA	6	53	41	NA	27	43	14	16	NA	6	28	66	NA	44	56	NA	68	18	14	NA	73	1	1	26
"RPL34"	"RIBOSOME"	"RIBOSOME"	""	"Cytoplasm"	"Nucleoli"	"Supportive"	"cytoplasm; cytosol; cytosolic large ribosomal subunit; extracellular vesicular exosome; nucleolus"	NA	"overlaps 9"	332	"RIBOSOME"	1	"RIBOSOME"	1	NA	NA	"RPL34"	"-"	36	14	12	6	14	26	16	22	36	18	"-"	1	54	94	16	8	10	4	4	1	6	4	NA	1	1	1	1	1	1	NA	38	51	11	NA	48	32	20	NA	10	15	75	NA	4	56	24	16	NA	4	51	45	NA	49	51	NA	66	6	28	NA	69	4	10	17
"RPL35A"	"RIBOSOME"	"RIBOSOME"	""	NA	NA	NA	"cytosol; cytosolic large ribosomal subunit; extracellular vesicular exosome; membrane; mitochondrion"	NA	"overlaps 9"	332	"RIBOSOME"	1	"RIBOSOME"	1	NA	NA	"RPL35A"	"-"	32	12	16	8	18	28	20	18	34	14	"-"	1	62	104	16	8	6	1	1	1	1	1	NA	1	1	1	1	1	1	NA	49	47	5	NA	57	31	12	NA	13	27	61	NA	46	38	10	6	NA	17	41	42	NA	45	55	NA	63	3	34	NA	39	3	12	46
"RPL36"	"RIBOSOME"	"RIBOSOME"	""	"Cytoplasm"	NA	"Uncertain"	"cytoplasm; cytosol; cytosolic large ribosomal subunit; membrane; nucleolus"	NA	"overlaps 9"	332	"RIBOSOME"	1	"RIBOSOME"	1	NA	NA	"RPL36"	"-"	44	12	12	8	10	16	12	22	44	18	"-"	1	58	102	14	8	8	1	1	1	1	1	NA	1	1	1	1	1	1	NA	54	43	3	NA	51	24	24	NA	12	38	50	NA	1	100	1	1	NA	7	49	44	NA	35	65	NA	82	1	17	NA	36	4	45	15
"RPL9"	"RIBOSOME"	"RIBOSOME"	""	"Cytoplasm"	"Nucleoli"	"Supportive"	"cytoplasm; cytosol; cytosolic large ribosomal subunit; focal adhesion; membrane; nucleolus; nucleus; ribosome"	NA	"overlaps 9"	332	"RIBOSOME"	1	"RIBOSOME"	1	NA	NA	"RPL9"	"-"	32	12	14	8	18	24	22	20	40	12	"-"	16	48	126	1	4	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	48	50	3	NA	67	20	12	NA	10	18	71	NA	43	21	12	24	NA	4	25	71	NA	42	58	NA	61	6	32	NA	62	3	15	20
"RPS15A"	"RIBOSOME"	"RIBOSOME"	""	NA	NA	NA	"cytoplasm; cytosol; cytosolic small ribosomal subunit; extracellular vesicular exosome; membrane"	NA	"overlaps 9"	332	"RIBOSOME"	1	"RIBOSOME"	1	NA	NA	"RPS15A"	"-"	60	16	18	6	12	12	10	16	40	12	"-"	14	62	86	14	8	6	4	1	1	1	1	NA	1	1	1	1	1	1	NA	40	55	5	NA	71	24	5	NA	16	10	74	NA	25	24	45	6	NA	11	50	38	NA	60	40	NA	69	13	17	NA	54	2	5	39
"RPS2"	"RIBOSOME"	"RIBOSOME"	""	"Cytoplasm"	NA	"Uncertain"	"cytosol; cytosolic small ribosomal subunit; extracellular vesicular exosome; focal adhesion; membrane; nucleoplasm; nucleus"	NA	"overlaps 9"	332	"RIBOSOME"	1	"RIBOSOME"	1	NA	NA	"RPS2"	"-"	72	14	14	6	10	14	12	14	32	12	"-"	18	72	88	4	4	4	1	1	1	1	1	NA	1	1	1	1	1	1	NA	52	46	2	NA	72	27	1	NA	21	22	57	NA	40	29	15	16	NA	9	45	46	NA	49	51	NA	69	9	22	NA	59	2	12	26
"CCDC124"	""	""	""	"Plasma membrane;Cytoplasm"	NA	"Supportive"	"cytoplasm; cytoskeleton; plasma membrane"	" Cytoplasm cytoskeleton microtubule organizing center centrosome {ECO:0000269|PubMed:23894443} Midbody {ECO:0000269|PubMed:23894443} Note=Colocalizes with gamma-tubulin at interphase prophase metaphase and anaphase Relocates from centrosome to midbody at telophase"	"overlaps 8"	282	"RIBOSOME"	1	"RIBOSOME"	0.75	"CYTOSOL"	1	"CCDC124"	"-"	42	10	12	6	8	10	12	38	48	16	"-"	1	120	80	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	100	1	1	NA	52	24	24	NA	2	98	1	NA	1	1	1	1	NA	9	35	56	NA	90	10	NA	67	1	33	NA	65	4	2	29
"FAU"	"RIBOSOME"	"RIBOSOME"	""	"Nucleoli;Cytoplasm"	NA	"Supportive"	"cytosol; cytosolic small ribosomal subunit; extracellular space; small ribosomal subunit"	NA	"overlaps 5"	282	"RIBOSOME"	1	"RIBOSOME"	0.75	"CYTOSOL"	1	"FAU"	"-"	48	12	10	4	10	22	16	16	48	12	"-"	12	68	92	10	8	6	1	1	1	1	1	NA	1	1	1	1	1	1	NA	67	32	1	NA	69	29	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	71	29	NA	77	8	15	NA	1	1	1	1
"PURA"	""	"NUCLEUS"	""	NA	NA	NA	"cytoplasm; dendrite; DNA replication factor A complex; neuronal cell body; nuclear chromosome, telomeric region; nucleus"	" Nucleus"	"overlaps 8"	282	"RIBOSOME"	1	"RIBOSOME"	0.75	"CYTOSOL"	1	"PURA"	"-"	44	8	18	8	8	16	12	20	38	26	"-"	1	86	90	6	12	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	89	3	8	NA	65	28	8	NA	10	28	62	NA	1	1	1	1	NA	1	47	53	NA	65	35	NA	37	30	33	NA	51	9	1	39
"RPL22L1"	"RIBOSOME"	"RIBOSOME"	""	NA	NA	NA	"ribosome"	NA	"overlaps 8"	282	"RIBOSOME"	1	"RIBOSOME"	0.75	"CYTOSOL"	1	"RPL22L1"	"-"	40	10	12	8	16	16	12	26	46	14	"-"	1	60	104	12	8	8	1	1	1	1	1	NA	1	1	1	1	1	1	NA	55	39	6	NA	98	1	1	NA	1	1	1	NA	23	47	15	16	NA	24	76	1	NA	100	1	NA	74	9	17	NA	58	5	2	35
"RPS26"	"RIBOSOME"	"RIBOSOME"	""	"Cytoplasm"	"Nucleoli"	"Supportive"	"cytoplasm; cytosol; cytosolic small ribosomal subunit; extracellular vesicular exosome; membrane; nucleolus; small ribosomal subunit"	NA	"overlaps 8"	282	"RIBOSOME"	1	"RIBOSOME"	0.75	"CYTOSOL"	1	"RPS26"	"-"	44	14	14	6	12	18	22	18	40	12	"-"	12	60	90	14	8	6	1	1	1	4	4	NA	1	1	1	1	1	1	NA	59	37	4	NA	67	32	1	NA	1	1	1	NA	29	36	15	20	NA	13	44	43	NA	70	30	NA	65	9	26	NA	83	1	10	6
"RPS27"	"RIBOSOME"	"RIBOSOME"	""	NA	NA	NA	"cytosol; cytosolic small ribosomal subunit; nucleus; ribosome"	NA	"overlaps 7"	282	"RIBOSOME"	1	"RIBOSOME"	0.75	"CYTOSOL"	1	"RPS27"	"-"	50	6	8	4	8	22	28	18	38	16	"-"	14	90	88	6	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	60	35	5	NA	57	40	3	NA	1	1	1	NA	1	84	1	16	NA	1	1	1	NA	71	29	NA	90	1	9	NA	55	2	29	14
"RPS27L"	"RIBOSOME"	"RIBOSOME"	""	NA	NA	NA	"nucleus; ribosome"	NA	"overlaps 8"	282	"RIBOSOME"	1	"RIBOSOME"	0.75	"CYTOSOL"	1	"RPS27L"	"-"	54	10	12	8	4	30	32	6	22	20	"-"	4	134	62	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	67	32	1	NA	77	20	3	NA	1	1	1	NA	1	75	1	25	NA	12	32	56	NA	69	31	NA	69	16	15	NA	49	2	29	21
"RPS29"	"RIBOSOME"	"RIBOSOME"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"cytoplasm; cytosol; cytosolic small ribosomal subunit; extracellular vesicular exosome; focal adhesion; small ribosomal subunit"	NA	"overlaps 6"	282	"RIBOSOME"	1	"RIBOSOME"	0.75	"CYTOSOL"	1	"RPS29"	"-"	76	18	18	6	12	10	8	12	30	12	"-"	10	56	118	10	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	76	19	5	NA	71	28	1	NA	1	80	20	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	98	1	2	NA	60	1	1	40
"SRP9"	""	"CYTOSOL"	""	NA	NA	NA	"cytosol; extracellular vesicular exosome; signal recognition particle, endoplasmic reticulum targeting; signal recognition particle receptor complex"	" Cytoplasm"	"overlaps 8"	282	"RIBOSOME"	1	"RIBOSOME"	0.75	"CYTOSOL"	1	"SRP9"	"-"	114	8	6	1	8	8	4	18	20	14	"-"	1	80	110	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	99	1	1	NA	38	38	23	NA	38	48	14	NA	1	1	1	1	NA	30	70	1	NA	45	55	NA	53	28	20	NA	54	3	7	35
"UACA"	""	""	""	"Nucleus;Cytoplasm;Mitochondria"	NA	"Supportive"	"apoptosome; cytoplasm; cytoskeleton; extracellular region; extracellular vesicular exosome; membrane; mitochondrion; nuclear envelope; nucleus; perinuclear region of cytoplasm"	" Nucleus {ECO:0000269|PubMed:15358194} Cytoplasm {ECO:0000269|PubMed:15358194} Cytoplasm cytoskeleton {ECO:0000269|PubMed:15358194} Note=Expressed diffusely in cytoplasm"	"overlaps 8"	282	"RIBOSOME"	1	"RIBOSOME"	0.75	"CYTOSOL"	1	"UACA"	"-"	1	24	20	16	16	32	30	26	24	14	"-"	1	96	84	1	10	1	1	1	1	1	10	NA	1	1	1	1	1	1	NA	1	1	1	NA	70	27	1	NA	1	100	1	NA	17	33	51	1	NA	23	24	53	NA	85	15	NA	97	2	1	NA	33	1	1	67
"WIBG"	""	""	""	NA	NA	NA	"cytoplasm; exon-exon junction complex"	" Cytoplasm Nucleus nucleolus Nucleus nucleoplasm Note=Shuttles between the nucleus and the cytoplasm Nuclear export is mediated by XPO1/CRM1"	"overlaps 7"	282	"RIBOSOME"	1	"RIBOSOME"	0.75	"CYTOSOL"	1	"WIBG"	"-"	116	12	14	4	6	8	4	8	18	12	"-"	26	126	44	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	96	4	1	NA	81	18	1	NA	1	1	1	NA	1	1	1	1	NA	9	91	1	NA	80	20	NA	68	2	30	NA	75	1	1	24
"PLS3"	"CS"	"CS"	""	NA	NA	NA	"cytoplasm"	" Cytoplasm"	"overlaps 8"	471	"RIBOSOME"	0.857142857142857	"RIBOSOME"	0.857142857142857	"CYTOSOL"	1	"PLS3"	"-"	24	68	32	20	24	18	6	1	1	1	"-"	26	54	104	6	1	4	1	1	1	1	1	NA	36	1	8	84	70	1	NA	62	37	1	NA	88	11	1	NA	1	1	1	NA	55	20	18	7	NA	1	1	1	NA	61	39	NA	79	1	20	NA	82	6	1	12
"RPL10"	"RIBOSOME"	"RIBOSOME"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"cytosol; cytosolic large ribosomal subunit; endoplasmic reticulum; membrane"	NA	"overlaps 7"	471	"RIBOSOME"	0.857142857142857	"RIBOSOME"	0.857142857142857	"CYTOSOL"	1	"RPL10"	"-"	34	12	12	8	14	26	20	20	42	14	"-"	22	56	94	6	6	1	4	1	1	1	1	NA	10	4	66	38	72	10	NA	50	50	1	NA	68	31	1	NA	1	1	1	NA	1	1	1	1	NA	1	10	89	NA	65	35	NA	1	100	1	NA	1	1	1	1
"RPL26"	"RIBOSOME"	"RIBOSOME"	""	NA	NA	NA	"cytosol; cytosolic large ribosomal subunit; extracellular vesicular exosome; membrane"	NA	"overlaps 9"	471	"RIBOSOME"	0.857142857142857	"RIBOSOME"	0.857142857142857	"CYTOSOL"	1	"RPL26"	"-"	34	14	16	8	14	20	16	22	38	16	"-"	1	90	110	1	1	1	1	1	1	1	1	NA	18	14	80	52	30	6	NA	47	43	10	NA	49	30	21	NA	1	1	1	NA	62	27	1	10	NA	6	34	60	NA	35	65	NA	54	15	31	NA	72	2	8	19
"RPLP0"	"RIBOSOME"	"RIBOSOME"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"cytoplasm; cytoplasmic ribonucleoprotein granule; cytosol; cytosolic large ribosomal subunit; extracellular vesicular exosome; focal adhesion; membrane; nucleus; ribonucleoprotein complex"	" Nucleus Cytoplasm Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs"	"overlaps 9"	471	"RIBOSOME"	0.857142857142857	"RIBOSOME"	0.857142857142857	"CYTOSOL"	1	"RPLP0"	"-"	34	10	12	6	14	28	22	20	40	14	"-"	1	98	60	10	6	8	4	4	4	1	4	NA	26	12	90	22	42	8	NA	46	47	6	NA	74	25	1	NA	1	1	1	NA	36	16	13	35	NA	9	41	50	NA	53	47	NA	81	3	16	NA	58	2	19	21
"RPS10"	"RIBOSOME"	"RIBOSOME"	""	NA	NA	NA	"cytoplasm; cytosol; cytosolic small ribosomal subunit; extracellular vesicular exosome; focal adhesion; membrane; nucleolus; ribosome"	" Cytoplasm {ECO:0000269|PubMed:20159986} Nucleus nucleolus {ECO:0000269|PubMed:20159986} Note=Localized in the granular component (GC) region of the nucleolus Methylation is required for its localization in the GC region Colocalizes with NPS1 in the GC region of the nucleolus"	"overlaps 9"	471	"RIBOSOME"	0.857142857142857	"RIBOSOME"	0.857142857142857	"CYTOSOL"	1	"RPS10"	"-"	72	10	12	6	10	14	10	16	38	12	"-"	16	86	82	8	4	1	1	1	1	1	1	NA	40	26	60	26	42	6	NA	48	51	1	NA	71	26	3	NA	1	1	1	NA	46	23	17	15	NA	6	27	67	NA	50	50	NA	79	6	14	NA	79	1	1	20
"RPS17"	"RIBOSOME"	"RIBOSOME"	""	NA	NA	NA	"cytosol; cytosolic small ribosomal subunit; extracellular vesicular exosome; focal adhesion; membrane; ribosome"	NA	"overlaps 7"	471	"RIBOSOME"	0.857142857142857	"RIBOSOME"	0.857142857142857	"CYTOSOL"	1	"RPS17"	"-"	68	8	10	4	10	14	14	16	40	18	"-"	14	86	80	8	6	1	1	1	1	1	1	NA	40	18	92	16	28	6	NA	1	1	1	NA	65	30	6	NA	1	1	1	NA	1	56	1	44	NA	4	22	73	NA	1	1	NA	65	4	31	NA	65	2	9	24
"RPS4X"	"RIBOSOME"	"RIBOSOME"	""	NA	NA	NA	"cytoplasmic ribonucleoprotein granule; cytosol; cytosolic small ribosomal subunit; extracellular vesicular exosome; focal adhesion; membrane; polysome; ribonucleoprotein complex; ribosome; small ribosomal subunit"	" Cytoplasm {ECO:0000269|PubMed:17289661} Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs"	"overlaps 8"	471	"RIBOSOME"	0.857142857142857	"RIBOSOME"	0.857142857142857	"CYTOSOL"	1	"RPS4X"	"-"	62	10	10	4	10	18	14	16	36	20	"-"	22	74	64	10	8	8	4	4	1	1	4	NA	22	14	90	30	38	6	NA	48	49	2	NA	69	24	8	NA	1	1	1	NA	28	34	14	24	NA	1	1	1	NA	41	59	NA	67	13	20	NA	55	2	17	27
"SYNCRIP"	""	""	""	"Nucleus but not nucleoli;Cytoplasm"	NA	"Supportive"	"catalytic step 2 spliceosome; CRD-mediated mRNA stability complex; endoplasmic reticulum; GAIT complex; histone pre-mRNA 3'end processing complex; membrane; nucleus; ribonucleoprotein complex"	" Cytoplasm {ECO:0000269|PubMed:11574476 ECO:0000269|PubMed:17289661 ECO:0000269|PubMed:19029303} Microsome {ECO:0000250} Endoplasmic reticulum {ECO:0000250} Nucleus {ECO:0000250} Note=The tyrosine phosphorylated form bound to RNA is found in microsomes (By similarity) Localized in cytoplasmic mRNP granules containing untranslated mRNAs {ECO:0000250};  Isoform 1: Nucleus nucleoplasm {ECO:0000250} Note=Expressed predominantly in the nucleoplasm {ECO:0000250};  Isoform 2: Nucleus nucleoplasm {ECO:0000250} Note=Expressed predominantly in the nucleoplasm {ECO:0000250};  Isoform 3: Nucleus nucleoplasm {ECO:0000250} Note=Expressed predominantly in the nucleoplasm {ECO:0000250}"	"overlaps 9"	471	"RIBOSOME"	0.857142857142857	"RIBOSOME"	0.857142857142857	"CYTOSOL"	1	"SYNCRIP"	"-"	70	10	14	6	10	10	8	14	22	38	"-"	6	34	86	10	28	20	8	1	1	1	1	NA	38	20	98	18	22	4	NA	50	49	1	NA	64	35	1	NA	1	1	1	NA	50	25	17	8	NA	1	45	55	NA	33	67	NA	48	26	26	NA	37	18	23	22
